"product_name","product_description","brand_name","product_category"
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. Link thickness: 4.4 mm. Cable thickness: 6 mm.  The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:14215R14215/80R1415205/80R15215/75R15225/75R15225/70R15245/60R15265/50R15205R1516195R16205R16205/75R16215/70R16225/65R16235/60R16245/55R16255/50R1617195/75R17205/65R17.5215/60R17245/50R17255/45R1718245/45R18255/40R18265/35R18","AP Racing","Accessories"
"Air freshener, Passion","Drop-shaped air freshener for attachment to car ventilation grilles or for hanging from e.g. the rear-view mirror. Gives a fresh scent.","TRW Lucas","Interior"
"Paper air freshener with lemon scent","Air freshener for hanging in the car, boat, at home, changing rooms, etc. With a fresh scent of lemon.","VDO","Interior"
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:15215R15640R15670R15700R15215/80R15225/75R15230/70R15235/70R15255/60R1516205R16215R16650R16195/85R16205/80R16215/75R16225/65R16225/70R16235/65R16255/55R1617205/75R17225/60R17225/65R17235/55R17235/60R17255/50R17275/40R1718215 x 380235/50R18255/45R18265/40R1819255/40R19","WABCO","Accessories"
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. Link thickness: 4.4 mm. Cable thickness: 6 mm.  The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:15255/70R15750R15275/60R15900R15295/50R1516235/75R16235/80R16245/70R16245/75R16255/65R16265/60R16275/55R16750R1617205/75R17.5235/70R17245/65R17255/60R17275/55R1718235/65R18255/55R1819255/50R19275/45R1920275/40R20","LemfÃ¶rder","Accessories"
"Snow chains, 2 pcs","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:13640R1314195R14195/75R14195/80R14205/70R14205/75R14225/60R14600R14215/65R1415180R15185R15185/75R15195/70R15195/75R15205/65R15215/60R15225/55R15560R15600R15255/45R1516175/75R16175R16205/55R16205/60R16215/55R16225/50R16245/40R16185/70R16195/65R1617205/50R17205/55R17215/45R17215/50R17225/45R17235/40R1718225/40R18215/40R18215/45R18220/55 x 390","ZF Friedrichshafen","Accessories"
"Shovel, 120 cm","With aluminium blade and lacquered wooden shaft with plastic handle. Useful for shovelling snow, sand and earth, animal fodder, etcetera.","Delphi Technologies","Accessories"
"Shovel, short, 89 cm","With aluminium blade and lacquered wooden shaft with plastic handle. The short design means it is ideal for shovelling snow and sand, etc.","BorgWarner","Accessories"
"Snow Shovel, 3-piece, 90 cm","Ideal for keeping in the car, taking along on winter fishing trips, skiing, etc. since it takes up very little space. Plastic blade and handle, with metal shaft.","Ruville","Accessories"
"Snow shovel, telescopic, 76,5 cm","Telescopic snow shovel in aluminium, perfect for carrying in the car. Can also be transformed into a pickaxe by attaching the blade to the handle.","Bilstein","Accessories"
"Snow Shovel, 86 cm","Snow shovel in frost-resistant plastic that can withstand temperatures down to -30 °C.","NGK Spark Plug","Accessories"
"Cabin heater, 1200/700 W","Safe and economical to use thanks to PTC technology with automatic output level adjustment. The output effect is adjusted automatically as the cabin temperature rises. Fitted with a ceramic high-effect heating element and overheating guard. Supplied with bracket for wall mounting and cable.","AP Racing","Accessories"
"Cabin heater, 12 V","Fan heater with PTC resistivity which enables it to also be used as a fan (no heat). With built-in torch. The torch has 2 LEDs that produce a white light at 0.13 W. Connects to cigarette lighter socket. Can be carried or mounted using the supplied rotatable bracket. To ensure sufficient battery power, only use the heater when the engine is running.","Schaeffler","Accessories"
"Car Cabin Heater, 1200/700 W","Safe and economical to use thanks to PTC technology with automatic output level adjustment. The output effect is adjusted automatically as the cabin temperature rises. Fitted with a ceramic high-effect heating element and overheating guard. Supplied with bracket for wall mounting and 0.75 m cable.","INA","Accessories"
"Cabin heater, 1400 W","Safe and economical to use thanks to PTC technology with automatic output level adjustment. The output effect is adjusted automatically as the cabin temperature rises. Fitted with a ceramic high-effect heating element and overheating guard. Supplied with bracket for wall mounting and cable.","VDO","Accessories"
"Cabin heater, 1400 W","Safe and economical to use thanks to PTC technology with automatic output level adjustment. The output effect is adjusted automatically as the cabin temperature rises. Fitted with a ceramic high-effect heating element and overheating guard. Supplied with bracket for wall mounting and cable.","AP Racing","Accessories"
"Cab socket","For connecting the cabin heater. Can only be combined with Biltema’s engine and cabin heating systems as follows: Connector Cable 40-372 or 40-373 and Extension Cable 40-376.","Valeo","Accessories"
"Cabin Heater Bracket","Fits 40-134, 40-136 and 40-137. Black steel design. With mounting bracket. Ideal for when you don't want to mount the heater permanently in the car.","VDO","Accessories"
"Cabin heater, 950 W","Safe and economical to use thanks to PTC technology with automatic output level adjustment. The output effect is adjusted automatically as the cabin temperature rises. Fitted with a ceramic high-effect heating element and overheating guard. Supplied with bracket for wall mounting and cable.","WABCO","Accessories"
"Car boot organiser","Helps keep your boot neat and tidy.  Practical collapsible box with two large compartments and lid, outer pockets and handles on the short sides.","Faurecia","Interior"
"Car boot organiser","Helps keep your boot neat and tidy.  Practical collapsible box with two large compartments and lid, outer pockets and handles on the short sides.","VDO","Interior"
"Car cargo net, 75/90 x 30 cm","Practical cargo net for installation in car boots. Made of strong nylon yarn and strong elastic bands. Holds items, bags, shopping bags, etc. securely in place. Supplied with fittings.","TRW Automotive","Interior"
"Car cargo net, 115/150 x 60 cm","Practical cargo net for installation in car boots. Made of strong nylon yarn and strong elastic bands. Holds items, bags, shopping bags, etc. securely in place. Supplied with fittings.","Tenneco","Interior"
"Car Boot Cover and Bag","Perfect for protecting your car's boot or back seat. The zips allow it to be easily converted into a spacious bag.","Behr Hella Service","Interior"
"Boot mat, rubber, 120 x 150 cm","Mat made of grooved rubber. Cut to desired shape.","LemfÃ¶rder","Interior"
"Boot mat, fabric, 120 x 150 cm","Mat made of fabric and with studs on the back, Cut to desired shape.","Dayco","Interior"
"Boot mat, soft PVC, 120 x 149 cm","Practical boot mat which is soft and easy to cut to size. The waffled structure allows water, mud, snow, sand and other material to collect in the edgeless mat. The mat is made from odourless PVC and it is easy to take out and rinse off. The material maintains its softness even at low temperatures.","WABCO","Interior"
"Boot mat, rubber, 140 x 115 cm","Grooved universal mat in natural rubber. Waterproof and easy-to-clean mat to protect the car's original upholstery in the boot/trunk area. Easy to cut to the desired shape.","Behr Hella Service","Interior"
"Boot Mat, model-specific","Car model-specific boot mat.  *The mat has a raised edge all around to prevent dirt and leaking fluids from coming into contact with the car's fabric mats.  *Ideal for transporting wet or dirty items.  *Easy to clean.","TRW Lucas","Interior"
"Car mat, PVC","PVC mat. Two at the front and two at the back. Universal, can be cut to the desired size.","Tenneco","Interior"
"Car mat, PVC","PVC mat. Two at the front and two at the back. Universal, can be cut to the desired size.","Bilstein","Interior"
"Rubber mat, 69 x 49 cm","For cars, caravans, boats, in the home, etc. With studs on the back.","ElringKlinger","Interior"
"Rubber mat, 60,5 x 40 cm","For cars, caravans, boats, in the home, etc. With studs on the back.","ElringKlinger","Interior"
"Rubber mat, 51 x 34,5 cm","For cars, caravans, boats, in the home, etc. With studs on the back.","SKF","Interior"
"Car mat, front, 72 x 52 cm","Bowl-shaped car mat to collect rubbish and slush.","Valeo Service","Interior"
"Car mat, textile","Textile mat. Two at the front and two at the back. Universal.","AP Racing","Interior"
