Name,Description,Price,Img,Category
"Engine heater cable compatible with DEFA, 5 m","Biltema's connection cable is made in EU from oil-resistant RDO. The cable can withstand temperatures down to -50 °C.Cable for connection between a car device inlet and electrical outlet. Regularly check the earth connection all the way from the earthed outlet to the car body, cabin socket, and engine heater. Also check the connection cable regularly to ensure that it is not damaged or worn.NOTE!A damaged cable must be discarded immediately.Store the connection cable indoors when not in use.The connection cable must not be placed on the ground when not connected to the vehicle.Close the protective cover on the connector when not in use.Do not let the cable lie on the ground when connected.The connection cable must not be repaired or modified.The connection cable may only be connected to an earthed socket.The plug is IP44 rated.The connection cable must not be used to charge electric-hybrid batteries – it is only designed for engine heating systems",169,https://productimages.biltema.com/v1/image/imagebyfilename/40-650_xl_1.jpg,Car Accessories
"Engine heater cable compatible with DEFA, 5 m","Biltema's connection cable is made in Sweden from oil-resistant RDO. The cable can withstand temperatures down to -40 °C.Cable for connection between a car device inlet and electrical outlet. Regularly check the earth connection all the way from the earthed outlet to the car body, cabin socket, and engine heater. Also check the connection cable regularly to ensure that it is not damaged or worn.NOTE!A damaged cable must be discarded immediately.Store the connection cable indoors when not in use.The connection cable must not be placed on the ground when not connected to the vehicle.Close the protective cover on the connector when not in use.Do not let the cable lie on the ground when connected.The connection cable must not be repaired or modified.The connection cable may only be connected to an earthed socket.The connection cable must not be used to charge electric-hybrid batteries – it is only designed for engine heating systems",169,https://productimages.biltema.com/v1/image/imagebyfilename/40-213_xl_1.jpg,Car Accessories
Extension cable,Plug-in type. Suitable for use with Biltema's engine and cabin warm-up systems.1.5 m,109.50,https://productimages.biltema.com/v1/image/imagebyfilename/40-306_xl_1.jpg,Car Accessories
Hose heater 16 and 20 mm,"An efficient hose heater with 0.25 m cable. The heater has a heating element and water chamber with inlet and outlet for 16 and 20 mm hose diameters. Output 500 W. Hose clamps supplied. Manufactured in Sweden. Can only be combined with Biltema's engine and cabin heating systems as follows: Connector Cable 40-202 or 40-203, Extension Cable 40-204 - 40-206 and Multi-Socket 40-207. Warning! The heating element must be covered in coolant.20 mm",299,https://productimages.biltema.com/v1/Image/product/xlarge/2000038337/4,Car Accessories
Hose heater 32 mm,"Effective hose heater with 0.5 m cable for hose connection. Hose clamps supplied. Made in Sweden. Warning! The heating element must be covered in coolant. Can only be combined with Connector Cable 40-372 or 40-373, Extension Cable 40-376, and Multi-Socket 40-377.",699,https://productimages.biltema.com/v1/image/imagebyfilename/40-380_xl_1.jpg,Car Accessories
Hose heater 34 mm,"Effective hose heater with 0.5 m cable for hose connection. Hose clamps supplied. Made in Sweden. Warning! The heating element must be covered in coolant. Can only be combined with Connector Cable 40-372 or 40-373, Extension Cable 40-376, and Multi-Socket 40-377.",699,https://productimages.biltema.com/v1/image/imagebyfilename/40-380_xl_1.jpg,Car Accessories
Multi-Socket,Suitable for use with Biltema's engine and cabin warm-up systems.,74.50,https://productimages.biltema.com/v1/image/imagebyfilename/40-207_xl_1.jpg,Car Accessories
Extension cable 1.5 m,Plug-in type. Suitable for use with Biltema’s engine and cabin heating systems.,269,https://productimages.biltema.com/v1/image/imagebyfilename/40-306_xl_1.jpg,Car Accessories
Multi-sockets,Suitable for use with Biltema's engine and cabin warm-up systems.,149,https://productimages.biltema.com/v1/image/imagebyfilename/40-207_xl_1.jpg,Car Accessories
Snow Brush/Ice Scraper,"Combined snow brush, rubber scraper, and ice scraper. With telescopic shaft in aluminium and two rubber handles.",79.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-421_xl_1.jpg,Car Accessories
Snow Brush & Scraper,Snow brush with integrated scraper for effectively removing snow and ice. Two handles – one rubber handle and one with finger holes. Made of strong plastic with stiff synthetic bristles.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-437_xl_1.jpg,Car Accessories
"Tyre Traction Aid, 10 pcs.","Practical, disposable traction aid that gives tyres better grip on slippery surfaces, ice, snow and clay. For fitting to the driving wheels, five per wheel. Cut ends after mounting. Only for use at low speed. Made of nylon.",59.90,https://productimages.biltema.com/v1/image/imagebyfilename/39-506_xl_1.jpg,Car Accessories
"Anti-slip Treads, 2 pcs.",Useful for when stuck in slush ice or mud. Position the anti-slip tread under the car's drive wheel for better traction. Easy and convenient to carry in the car. Several pieces can be connected together. Avoid unnecessary strain on the car's transmission. Made of cold and wear resistant propylene plastic (-30 °C).,79.90,https://productimages.biltema.com/v1/image/imagebyfilename/37-355_xl_1.jpg,Car Accessories
"Snow chains, 2 pcs","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:14""650R14205R14215/70R14225/70R14235/60R14245/60R14255/55R1415""195R15205/70R15205/75R15215/65R15215/70R15225/60R15225/65R15230/60R15235/55R1516""195/70R16205/65R16215/60R16225/55R16235/50R16245/45R16600R1617""215/55R17225/50R17235/45R17245/40R17255/40R1718""225/45R18235/40R18255/35R1819""225/40R19220/65 x 390240/55 x 390",239,https://productimages.biltema.com/v1/image/imagebyfilename/37-120_xl_1.jpg,Car Accessories
Snow Chain for ST11002,"Snow chains with spikes. Fits art. 17-546 and other vehicles with tyre dimensions 15x6,50-7",429,https://productimages.biltema.com/v1/image/imagebyfilename/17-677_xl_1.jpg,Car Accessories
"Snow chains, 2 pcs","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:12""600R1213""185/80R13195/70R13205/65R13215/60R1314""175R14175/75R14175/80R14185/70R14195/65R14205/55R14205/60R14245/40R1415""165/80R15175/70R15185/60R15185/65R15195/55R 15195/60R15205/50R1516""165/65R16185/55R16195/50R16205/45R16215/40R1617""205/40R17180/65 x 390200/55 x 390200/60 x 365200/65 x 340210/50 x 365210/55 x 365220/50 x 365",239,https://productimages.biltema.com/v1/image/imagebyfilename/37-03_xl_1.jpg,Car Accessories
"Snow chains, 2 pcs","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:13""185R13290R13600R13205/70R1314""185R14185/75R14185/80R14195/70R14205/65R14215/60R14215/65R14225/55R14560R1415""165R15175R15175/80R15185/70R15195/65R15200/60R15205/55R15205/60R15215/50R15215/55R15225/50R1516""165R16185/65R16195/55R16195/60R16205/50R16215/45R16215/50R16225/45R1617""185/60R17205/45R17215/40R17225/40R17190/65 x 390200/60 x 390210/55 x 390210/65 x 365220/50 x 365",239,https://productimages.biltema.com/v1/image/imagebyfilename/37-120_xl_1.jpg,Car Accessories
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. Link thickness: 4.4 mm. Cable thickness: 6 mm.  The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:14""215/75R14225/70R14700R1415""215/70R15225/65R15235/60R1516""195/75R16205/70R16215/65R16225/60R16235/55R16640R1617""225/50R17225/55R17235/50R17245/45R1718""245/40R18220/65 x 390",449,https://productimages.biltema.com/v1/image/imagebyfilename/37-03_xl_1.jpg,Car Accessories
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. Link thickness: 4.4 mm. Cable thickness: 6 mm.  The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:14""215R14215/80R1415""205/80R15215/75R15225/75R15225/70R15245/60R15265/50R15205R1516""195R16205R16205/75R16215/70R16225/65R16235/60R16245/55R16255/50R1617""195/75R17205/65R17.5215/60R17245/50R17255/45R1718""245/45R18255/40R18265/35R18",449,https://productimages.biltema.com/v1/image/imagebyfilename/37-03_xl_1.jpg,Car Accessories
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:15""215R15640R15670R15700R15215/80R15225/75R15230/70R15235/70R15255/60R1516""205R16215R16650R16195/85R16205/80R16215/75R16225/65R16225/70R16235/65R16255/55R1617""205/75R17225/60R17225/65R17235/55R17235/60R17255/50R17275/40R1718""215 x 380235/50R18255/45R18265/40R1819""255/40R19",449,https://productimages.biltema.com/v1/image/imagebyfilename/37-03_xl_1.jpg,Car Accessories
"Snow Chains, wide, pair","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. Link thickness: 4.4 mm. Cable thickness: 6 mm.  The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:15""255/70R15750R15275/60R15900R15295/50R1516""235/75R16235/80R16245/70R16245/75R16255/65R16265/60R16275/55R16750R1617""205/75R17.5235/70R17245/65R17255/60R17275/55R1718""235/65R18255/55R1819""255/50R19275/45R1920""275/40R20",449,https://productimages.biltema.com/v1/image/imagebyfilename/37-03_xl_1.jpg,Car Accessories
"Snow chains, 2 pcs","Quick and easy to fit. Can be fitted without needing to move the car. With automatic locking device. Made of square profile chain link. Sold in pairs. Mounting instructions supplied. The product complies with standards PPP 50003:2005 and ÖNORM V 5117:2004.Fits tyre size:13""640R1314""195R14195/75R14195/80R14205/70R14205/75R14225/60R14600R14215/65R1415""180R15185R15185/75R15195/70R15195/75R15205/65R15215/60R15225/55R15560R15600R15255/45R1516""175/75R16175R16205/55R16205/60R16215/55R16225/50R16245/40R16185/70R16195/65R1617""205/50R17205/55R17215/45R17215/50R17225/45R17235/40R1718""225/40R18215/40R18215/45R18220/55 x 390",239,https://productimages.biltema.com/v1/image/imagebyfilename/37-120_xl_1.jpg,Car Accessories
